Date,Open,High,Low,Close,Adj Close,Volume
2022-08-03,8100.000000,8125.000000,8000.000000,8125.000000,7789.069336,19882200
2022-08-04,8100.000000,8125.000000,7950.000000,8000.000000,7669.237793,35964100
2022-08-05,8025.000000,8275.000000,7975.000000,8250.000000,7908.901367,25173300
2022-08-08,8250.000000,8275.000000,8175.000000,8250.000000,7908.901367,13206900
2022-08-09,8275.000000,8500.000000,8250.000000,8450.000000,8100.632324,40296100
2022-08-10,8325.000000,8475.000000,8300.000000,8475.000000,8124.598633,24686200
2022-08-11,8575.000000,8600.000000,8400.000000,8525.000000,8172.531250,27001200
2022-08-12,8425.000000,8550.000000,8400.000000,8525.000000,8172.531250,17132200
2022-08-15,8575.000000,8575.000000,8450.000000,8550.000000,8196.498047,21927900
2022-08-16,8525.000000,8575.000000,8475.000000,8575.000000,8220.463867,18163100
2022-08-18,8575.000000,8725.000000,8550.000000,8650.000000,8292.363281,25707800
2022-08-19,8650.000000,8675.000000,8500.000000,8500.000000,8148.564941,16614800
2022-08-22,8375.000000,8425.000000,8200.000000,8300.000000,7956.833984,40347600
2022-08-23,8300.000000,8400.000000,8275.000000,8300.000000,7956.833984,21554500
2022-08-24,8300.000000,8400.000000,8250.000000,8300.000000,7956.833984,15655300
2022-08-25,8350.000000,8375.000000,8250.000000,8275.000000,7932.867676,9119700
2022-08-26,8325.000000,8400.000000,8300.000000,8300.000000,7956.833984,13647100
2022-08-29,8200.000000,8300.000000,8125.000000,8200.000000,7860.968750,25260800
2022-08-30,8250.000000,8500.000000,8225.000000,8425.000000,8076.666016,32093300
2022-08-31,8400.000000,8525.000000,8300.000000,8525.000000,8172.531250,44111400
2022-09-01,8575.000000,8600.000000,8450.000000,8525.000000,8172.531250,12377300
2022-09-02,8550.000000,8750.000000,8525.000000,8700.000000,8340.295898,38073500
2022-09-05,8700.000000,8875.000000,8575.000000,8850.000000,8484.093750,20270500
2022-09-06,8850.000000,8900.000000,8700.000000,8750.000000,8388.228516,19571900
2022-09-07,8725.000000,8725.000000,8550.000000,8575.000000,8220.463867,22840300
2022-09-08,8625.000000,8800.000000,8600.000000,8775.000000,8412.195313,24409300
2022-09-09,8775.000000,8825.000000,8750.000000,8800.000000,8436.161133,33061400
2022-09-12,8900.000000,8900.000000,8775.000000,8800.000000,8436.161133,16582300
2022-09-13,8850.000000,9000.000000,8800.000000,8975.000000,8603.925781,32567600
2022-09-14,8850.000000,8950.000000,8775.000000,8900.000000,8532.026367,23274100
2022-09-15,9000.000000,9250.000000,8975.000000,9175.000000,8795.657227,77171400
2022-09-16,9100.000000,9175.000000,8875.000000,8950.000000,8579.959961,45416000
2022-09-19,9050.000000,9075.000000,8850.000000,8975.000000,8603.925781,31844900
2022-09-20,8975.000000,9000.000000,8900.000000,8975.000000,8603.925781,17774100
2022-09-21,8925.000000,8975.000000,8800.000000,8975.000000,8603.925781,16579400
2022-09-22,8975.000000,9025.000000,8875.000000,9000.000000,8627.892578,12995700
2022-09-23,9050.000000,9050.000000,8975.000000,9000.000000,8627.892578,23561600
2022-09-26,8875.000000,9000.000000,8750.000000,9000.000000,8627.892578,38659300
2022-09-27,9050.000000,9050.000000,8825.000000,9000.000000,8627.892578,21192700
2022-09-28,9000.000000,9100.000000,8900.000000,9000.000000,8627.892578,37219500
2022-09-29,9000.000000,9050.000000,8925.000000,8975.000000,8603.925781,12239600
2022-09-30,8950.000000,9050.000000,8800.000000,8975.000000,8603.925781,22827800
2022-10-03,8975.000000,9000.000000,8825.000000,8900.000000,8532.026367,14174700
2022-10-04,8925.000000,9000.000000,8850.000000,8850.000000,8484.093750,29190100
2022-10-05,8900.000000,8975.000000,8850.000000,8850.000000,8484.093750,32491500
2022-10-06,8900.000000,8950.000000,8800.000000,8900.000000,8532.026367,11984500
2022-10-07,8850.000000,8875.000000,8750.000000,8775.000000,8412.195313,18278000
2022-10-10,8700.000000,8775.000000,8650.000000,8750.000000,8388.228516,16389000
2022-10-11,8750.000000,8750.000000,8600.000000,8700.000000,8340.295898,28479500
2022-10-12,8675.000000,8775.000000,8600.000000,8650.000000,8292.363281,23013100
2022-10-13,8700.000000,8875.000000,8675.000000,8750.000000,8388.228516,30461800
2022-10-14,8825.000000,8850.000000,8425.000000,8425.000000,8076.666016,24934700
2022-10-17,8425.000000,8625.000000,8350.000000,8575.000000,8220.463867,23011800
2022-10-18,8575.000000,8700.000000,8575.000000,8675.000000,8316.329102,17044700
2022-10-19,8725.000000,8800.000000,8600.000000,8775.000000,8412.195313,13143600
2022-10-20,8700.000000,9075.000000,8700.000000,9000.000000,8627.892578,37227000
2022-10-21,9000.000000,9175.000000,8975.000000,9000.000000,8627.892578,33573700
2022-10-24,9025.000000,9425.000000,9025.000000,9350.000000,8963.421875,46995500
2022-10-25,9550.000000,9675.000000,9425.000000,9425.000000,9035.320313,39513300
2022-10-26,9500.000000,9500.000000,9225.000000,9225.000000,8843.589844,28650700
2022-10-27,9250.000000,9475.000000,9225.000000,9350.000000,8963.421875,16284100
2022-10-28,9350.000000,9375.000000,9125.000000,9325.000000,8939.455078,33512100
2022-10-31,9400.000000,9475.000000,9350.000000,9400.000000,9011.354492,28521800
2022-11-01,9400.000000,9500.000000,9250.000000,9400.000000,9011.354492,20721900
2022-11-02,9400.000000,9400.000000,9150.000000,9250.000000,8867.555664,24887500
2022-11-03,9250.000000,9400.000000,9175.000000,9300.000000,8915.488281,23874300
2022-11-04,9275.000000,9300.000000,9225.000000,9275.000000,8891.522461,16534100
2022-11-07,9275.000000,9350.000000,9225.000000,9275.000000,8891.522461,21582300
2022-11-08,9300.000000,9350.000000,9200.000000,9250.000000,8867.555664,17164600
2022-11-09,9300.000000,9350.000000,9250.000000,9300.000000,8915.488281,22177200
2022-11-10,9275.000000,9300.000000,9100.000000,9275.000000,8891.522461,17528000
2022-11-11,9425.000000,9475.000000,9275.000000,9300.000000,8915.488281,38289100
2022-11-14,9300.000000,9325.000000,9075.000000,9100.000000,8723.757813,26523200
2022-11-15,9150.000000,9200.000000,9075.000000,9125.000000,8747.724609,16181300
2022-11-16,9125.000000,9125.000000,8875.000000,9100.000000,8723.757813,42089700
2022-11-17,9100.000000,9300.000000,9025.000000,9275.000000,8891.522461,21225700
2022-11-18,9300.000000,9325.000000,9175.000000,9200.000000,8819.623047,17251500
2022-11-21,9150.000000,9275.000000,9125.000000,9175.000000,8795.657227,12276200
2022-11-22,9225.000000,9325.000000,9175.000000,9250.000000,8867.555664,12018300
2022-11-23,9250.000000,9325.000000,9250.000000,9250.000000,8867.555664,13240000
2022-11-24,9250.000000,9350.000000,9250.000000,9275.000000,8891.522461,16845600
2022-11-25,9275.000000,9300.000000,9225.000000,9300.000000,8915.488281,14269400
2022-11-28,9300.000000,9350.000000,9250.000000,9275.000000,8891.522461,23306700
2022-11-29,9275.000000,9425.000000,9275.000000,9375.000000,8987.387695,29655400
2022-11-30,9400.000000,9900.000000,9375.000000,9900.000000,9490.681641,114384500
2022-12-01,9900.000000,9950.000000,9675.000000,9700.000000,9298.950195,30021600
2022-12-02,9650.000000,9750.000000,9550.000000,9750.000000,9346.883789,37444300
2022-12-05,9750.000000,9825.000000,9650.000000,9750.000000,9346.883789,23175400
2022-12-06,9700.000000,9700.000000,9500.000000,9550.000000,9155.152344,40480300
2022-12-07,9550.000000,9600.000000,9375.000000,9500.000000,9107.219727,37483600
2022-12-08,9500.000000,9550.000000,9275.000000,9500.000000,9107.219727,30148800
2022-12-09,9575.000000,9575.000000,9425.000000,9550.000000,9155.152344,29214800
2022-12-12,9550.000000,9650.000000,9425.000000,9525.000000,9131.185547,18345000
2022-12-13,9600.000000,9650.000000,9500.000000,9650.000000,9251.017578,22228800
2022-12-14,9675.000000,9750.000000,9475.000000,9525.000000,9131.185547,25656700
2022-12-15,9500.000000,9600.000000,9375.000000,9475.000000,9083.252930,22763000
2022-12-16,9400.000000,9800.000000,9350.000000,9800.000000,9394.816406,53390700
2022-12-19,9700.000000,9750.000000,9425.000000,9425.000000,9035.320313,30274900
2022-12-20,9450.000000,9525.000000,9325.000000,9450.000000,9059.287109,18997900
2022-12-21,9500.000000,9500.000000,9325.000000,9350.000000,8963.421875,20468300
2022-12-22,9400.000000,9450.000000,9350.000000,9425.000000,9035.320313,15069500
2022-12-23,9400.000000,9450.000000,9325.000000,9325.000000,8939.455078,15246000
2022-12-26,9350.000000,9400.000000,9275.000000,9325.000000,8939.455078,9444700
2022-12-27,9400.000000,9400.000000,9250.000000,9300.000000,8915.488281,15205100
2022-12-28,9325.000000,9350.000000,9150.000000,9225.000000,8843.589844,13028800
2022-12-29,9225.000000,9250.000000,9150.000000,9225.000000,8843.589844,11323500
2022-12-30,9225.000000,9300.000000,9225.000000,9225.000000,8843.589844,15236200
2023-01-02,9225.000000,9225.000000,9100.000000,9225.000000,8843.589844,6699200
2023-01-03,9200.000000,9300.000000,9150.000000,9275.000000,8891.522461,13231500
2023-01-04,9275.000000,9300.000000,9150.000000,9175.000000,8795.657227,24059200
2023-01-05,9150.000000,9150.000000,8825.000000,9000.000000,8627.892578,45567500
2023-01-06,8975.000000,9050.000000,8875.000000,8900.000000,8532.026367,23537500
2023-01-09,8950.000000,9050.000000,8875.000000,9000.000000,8627.892578,19357200
2023-01-10,9000.000000,9000.000000,8650.000000,8725.000000,8364.262695,33169100
2023-01-11,8725.000000,8725.000000,8425.000000,8500.000000,8148.564941,48992600
2023-01-12,8675.000000,8750.000000,8500.000000,8600.000000,8244.430664,37356800
2023-01-13,8675.000000,8675.000000,8575.000000,8675.000000,8316.329102,15746000
2023-01-16,8700.000000,8800.000000,8675.000000,8775.000000,8412.195313,13965200
2023-01-17,8775.000000,8975.000000,8750.000000,8925.000000,8555.993164,29422000
2023-01-18,8950.000000,9025.000000,8800.000000,8875.000000,8508.060547,21051400
2023-01-19,8900.000000,8975.000000,8825.000000,8950.000000,8579.959961,17251100
2023-01-20,9000.000000,9100.000000,8900.000000,9025.000000,8651.858398,18420900
2023-01-24,9075.000000,9150.000000,8975.000000,9050.000000,8675.825195,14248000
2023-01-25,9200.000000,9250.000000,9050.000000,9075.000000,8699.791016,36481100
2023-01-26,9125.000000,9525.000000,9075.000000,9475.000000,9083.252930,38565900
2023-01-27,9600.000000,9600.000000,9475.000000,9550.000000,9155.152344,44801500
2023-01-30,9550.000000,9550.000000,9250.000000,9300.000000,8915.488281,31510800
2023-01-31,9200.000000,9300.000000,9075.000000,9150.000000,8771.690430,69674200
2023-02-01,9200.000000,9250.000000,9075.000000,9125.000000,8747.724609,29269500
2023-02-02,9175.000000,9200.000000,9050.000000,9100.000000,8723.757813,23550300
2023-02-03,9200.000000,9325.000000,9150.000000,9300.000000,8915.488281,21387000
2023-02-06,9300.000000,9350.000000,9150.000000,9350.000000,8963.421875,19252100
2023-02-07,9350.000000,9400.000000,9250.000000,9375.000000,8987.387695,19443600
2023-02-08,9375.000000,9500.000000,9375.000000,9475.000000,9083.252930,17027400
2023-02-09,9450.000000,9550.000000,9425.000000,9550.000000,9155.152344,28433300
2023-02-10,9525.000000,9525.000000,9425.000000,9525.000000,9131.185547,12489700
2023-02-13,9575.000000,9575.000000,9450.000000,9500.000000,9107.219727,15174000
2023-02-14,9500.000000,9550.000000,9400.000000,9450.000000,9059.287109,24401300
2023-02-15,9450.000000,9475.000000,9275.000000,9425.000000,9035.320313,19139900
2023-02-16,9450.000000,9450.000000,9300.000000,9350.000000,8963.421875,19193000
2023-02-17,9350.000000,9375.000000,9250.000000,9275.000000,8891.522461,13656100
2023-02-20,9275.000000,9325.000000,9125.000000,9150.000000,8771.690430,32488300
2023-02-21,9150.000000,9200.000000,9050.000000,9050.000000,8675.825195,36294100
2023-02-22,9000.000000,9050.000000,8800.000000,8850.000000,8484.093750,46150200
2023-02-23,8850.000000,9000.000000,8800.000000,8950.000000,8579.959961,26362100
2023-02-24,9000.000000,9125.000000,8900.000000,8900.000000,8532.026367,26638500
2023-02-27,8900.000000,9000.000000,8850.000000,8950.000000,8579.959961,24060000
2023-02-28,9000.000000,9000.000000,8775.000000,8775.000000,8412.195313,54156700
2023-03-01,8775.000000,8975.000000,8775.000000,8950.000000,8579.959961,24102100
2023-03-02,8950.000000,8950.000000,8875.000000,8875.000000,8508.060547,24788600
2023-03-03,8875.000000,8900.000000,8750.000000,8750.000000,8388.228516,27494700
2023-03-06,8800.000000,8875.000000,8750.000000,8800.000000,8436.161133,21232100
2023-03-07,8800.000000,8925.000000,8800.000000,8900.000000,8532.026367,22642900
2023-03-08,8850.000000,8875.000000,8800.000000,8875.000000,8508.060547,16610600
2023-03-09,9000.000000,9225.000000,9000.000000,9150.000000,8771.690430,56086300
2023-03-10,9100.000000,9125.000000,9000.000000,9025.000000,8651.858398,36323700
2023-03-13,9025.000000,9050.000000,8875.000000,9000.000000,8627.892578,43692600
2023-03-14,8900.000000,8900.000000,8750.000000,8775.000000,8412.195313,62434600
2023-03-15,8900.000000,8925.000000,8775.000000,8800.000000,8436.161133,48899800
2023-03-16,8875.000000,9100.000000,8825.000000,8950.000000,8579.959961,54982300
2023-03-17,9000.000000,9150.000000,8975.000000,9025.000000,8651.858398,75613600
2023-03-20,9025.000000,9125.000000,8975.000000,9000.000000,8627.892578,16097600
2023-03-21,9050.000000,9250.000000,8975.000000,9225.000000,8843.589844,24900700
2023-03-24,9275.000000,9725.000000,9250.000000,9625.000000,9227.051758,80818600
2023-03-27,9675.000000,9750.000000,9500.000000,9500.000000,9107.219727,49849600
2023-03-28,9200.000000,9200.000000,9000.000000,9025.000000,9025.000000,38857100
2023-03-29,9050.000000,9250.000000,9025.000000,9200.000000,9200.000000,33691600
2023-03-30,9300.000000,9400.000000,9250.000000,9350.000000,9350.000000,33761200
2023-03-31,9350.000000,9375.000000,9225.000000,9350.000000,9350.000000,27032500
2023-04-03,9350.000000,9400.000000,9275.000000,9350.000000,9350.000000,14760300
2023-04-04,9350.000000,9375.000000,9200.000000,9350.000000,9350.000000,23461000
2023-04-05,9350.000000,9450.000000,9275.000000,9325.000000,9325.000000,25349400
2023-04-06,9325.000000,9375.000000,9325.000000,9375.000000,9375.000000,23104500
2023-04-10,9350.000000,9375.000000,9250.000000,9325.000000,9325.000000,18838200
2023-04-11,9300.000000,9400.000000,9300.000000,9375.000000,9375.000000,14678900
2023-04-12,9400.000000,9400.000000,9350.000000,9350.000000,9350.000000,23048500
2023-04-13,9450.000000,9450.000000,9350.000000,9375.000000,9375.000000,19962100
2023-04-14,9425.000000,9500.000000,9375.000000,9400.000000,9400.000000,32499900
2023-04-17,9425.000000,9450.000000,9375.000000,9450.000000,9450.000000,14269200
2023-04-18,9450.000000,9575.000000,9400.000000,9475.000000,9475.000000,28820700
2023-04-26,9550.000000,9575.000000,9425.000000,9575.000000,9575.000000,46614000
2023-04-27,9550.000000,9600.000000,9475.000000,9500.000000,9500.000000,13068500
2023-04-28,9575.000000,9575.000000,9425.000000,9425.000000,9425.000000,23066400
2023-05-02,9450.000000,9550.000000,9425.000000,9550.000000,9550.000000,14454200
2023-05-03,9550.000000,9550.000000,9400.000000,9475.000000,9475.000000,15089100
2023-05-04,9400.000000,9425.000000,9275.000000,9300.000000,9300.000000,22226700
2023-05-05,9300.000000,9325.000000,9150.000000,9250.000000,9250.000000,27064600
2023-05-08,9275.000000,9300.000000,9150.000000,9150.000000,9150.000000,16799700
2023-05-09,9125.000000,9175.000000,9050.000000,9125.000000,9125.000000,18364100
2023-05-10,9225.000000,9275.000000,9175.000000,9200.000000,9200.000000,17691800
2023-05-11,9150.000000,9150.000000,9050.000000,9150.000000,9150.000000,19345300
2023-05-12,9125.000000,9150.000000,8975.000000,9000.000000,9000.000000,25249400
2023-05-15,9000.000000,9025.000000,8850.000000,8900.000000,8900.000000,39082000
2023-05-16,8950.000000,8975.000000,8700.000000,8750.000000,8750.000000,50808700
2023-05-17,8725.000000,8825.000000,8650.000000,8750.000000,8750.000000,50833700
2023-05-19,8800.000000,8900.000000,8750.000000,8825.000000,8825.000000,48222400
2023-05-22,8825.000000,8875.000000,8775.000000,8850.000000,8850.000000,44240000
2023-05-23,8825.000000,9000.000000,8825.000000,8950.000000,8950.000000,53644700
2023-05-24,8900.000000,8950.000000,8800.000000,8825.000000,8825.000000,66512400
2023-05-25,8825.000000,9025.000000,8800.000000,9000.000000,9000.000000,37063600
2023-05-26,9000.000000,9075.000000,8950.000000,8950.000000,8950.000000,21769300
2023-05-29,9000.000000,9050.000000,8950.000000,9050.000000,9050.000000,13746000
2023-05-30,9025.000000,9100.000000,8975.000000,9025.000000,9025.000000,20847600
2023-05-31,9100.000000,9125.000000,9025.000000,9050.000000,9050.000000,139066900
2023-06-05,9050.000000,9125.000000,9000.000000,9000.000000,9000.000000,26577800
2023-06-06,9000.000000,9250.000000,8925.000000,9200.000000,9200.000000,41105700
2023-06-07,9225.000000,9250.000000,9075.000000,9150.000000,9150.000000,31205800
2023-06-08,9150.000000,9200.000000,9075.000000,9200.000000,9200.000000,17161200
2023-06-09,9200.000000,9225.000000,9150.000000,9225.000000,9225.000000,17931900
2023-06-12,9250.000000,9300.000000,9175.000000,9300.000000,9300.000000,17173600
2023-06-13,9300.000000,9300.000000,9100.000000,9125.000000,9125.000000,20095000
2023-06-14,0.000000,0.000000,0.000000,8975.000000,8975.000000,0
